actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId
2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (1:11 PM EST),period,start,1,0,1
4,PT12M00.00S,1,1610612738,BOS,1629674,Queta,N. Queta,0,0,0,,0,,,0,h,Jump Ball Queta vs. Bona: Tip to Edgecombe,Jump Ball,,1,0,2
7,PT11M48.00S,1,1610612755,PHI,202331,George,P. George,123,234,26,Missed,1,,,0,v,MISS George 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,3
8,PT11M47.00S,1,1610612738,BOS,1628369,Tatum,J. Tatum,0,0,0,,0,,,0,h,Tatum REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,4
9,PT11M38.00S,1,1610612755,PHI,1641737,Bona,A. Bona,0,0,0,,0,,,0,v,Bona S.FOUL (P1.T1) (S.Foster),Foul,Shooting,1,0,5
11,PT11M38.00S,1,1610612738,BOS,1629674,Queta,N. Queta,0,0,0,,0,1,0,1,h,Queta Free Throw 1 of 2 (1 PTS),Free Throw,Free Throw 1 of 2,1,0,6
12,PT11M38.00S,1,1610612738,BOS,1629674,Queta,N. Queta,0,0,0,,0,,,0,h,MISS Queta Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,1,0,7
13,PT11M38.00S,1,1610612755,PHI,1626162,Oubre Jr.,K. Oubre Jr.,0,0,0,,0,,,0,v,Oubre Jr. REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,8
14,PT11M24.00S,1,1610612755,PHI,1642845,Edgecombe,V. Edgecombe,-227,17,0,Missed,1,,,0,v,MISS Edgecombe 3PT Jump Shot,Missed Shot,Jump Shot,1,3,9
15,PT11M23.00S,1,1610612738,BOS,1628369,Tatum,J. Tatum,0,0,0,,0,,,0,h,Tatum REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,10
16,PT11M15.00S,1,1610612738,BOS,1630573,Hauser,S. Hauser,9,258,26,Made,1,4,0,4,h,Hauser 26' 3PT Jump Shot (3 PTS) (Brown 1 AST),Made Shot,Jump Shot,1,3,11
18,PT10M57.00S,1,1610612755,PHI,1630178,Maxey,T. Maxey,-55,251,26,Made,1,4,3,7,v,Maxey 26' 3PT Step Back Bank Jump Shot (3 PTS),Made Shot,Step Back Bank Jump Shot,1,3,12
19,PT10M29.00S,1,1610612738,BOS,1627759,Brown,J. Brown,-16,38,4,Missed,1,,,0,h,MISS Brown 4' Driving Finger Roll Layup,Missed Shot,Driving Finger Roll Layup Shot,1,2,13
20,PT10M28.00S,1,1610612755,PHI,1641737,Bona,A. Bona,0,0,0,,0,,,0,v,Bona REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,14
21,PT10M23.00S,1,1610612755,PHI,1641737,Bona,A. Bona,0,0,0,,0,,,0,v,Bona Offensive Charge Foul (P2) (S.Foster),Foul,Offensive Charge,1,0,15
23,PT10M23.00S,1,1610612755,PHI,1641737,Bona,A. Bona,0,0,0,,0,,,0,v,Bona Offensive Foul Turnover (P1.T1),Turnover,Offensive Foul Turnover,1,0,16
24,PT10M23.00S,1,1610612755,PHI,1641737,Bona,A. Bona,0,0,0,,0,,,0,v,SUB: Drummond FOR Bona,Substitution,,0,0,17
26,PT10M09.00S,1,1610612738,BOS,1629674,Queta,N. Queta,-5,13,1,Made,1,6,3,9,h,Queta 1' Cutting Dunk Shot (3 PTS) (Tatum 1 AST),Made Shot,Cutting Dunk Shot,1,2,18
28,PT09M55.00S,1,1610612755,PHI,202331,George,P. George,-3,54,5,Made,1,6,5,11,v,George 5' Driving Floating Jump Shot (2 PTS),Made Shot,Driving Floating Jump Shot,1,2,19
29,PT09M55.00S,1,1610612738,BOS,1629674,Queta,N. Queta,0,0,0,,0,,,0,h,Queta S.FOUL (P1.T1) (S.Foster),Foul,Shooting,1,0,20
31,PT09M55.00S,1,1610612755,PHI,202331,George,P. George,0,0,0,,0,6,6,12,v,George Free Throw 1 of 1 (3 PTS),Free Throw,Free Throw 1 of 1,1,0,21
32,PT09M45.00S,1,1610612738,BOS,1628369,Tatum,J. Tatum,0,0,0,,0,,,0,h,Tatum Bad Pass Turnover (P1.T1),Turnover,Bad Pass,1,0,22
32,PT09M45.00S,1,1610612755,PHI,1642845,Edgecombe,V. Edgecombe,0,0,0,,0,,,0,v,Edgecombe STEAL (1 STL),,,1,0,23
34,PT09M44.00S,1,1610612755,PHI,1642845,Edgecombe,V. Edgecombe,0,0,0,,0,,,0,v,Edgecombe Bad Pass Turnover (P1.T2),Turnover,Bad Pass,1,0,24
34,PT09M44.00S,1,1610612738,BOS,1628369,Tatum,J. Tatum,0,0,0,,0,,,0,h,Tatum STEAL (1 STL),,,1,0,25
36,PT09M36.00S,1,1610612738,BOS,1628369,Tatum,J. Tatum,-115,111,16,Made,1,8,6,14,h,Tatum 16' Fadeaway Jumper (2 PTS),Made Shot,Fadeaway Jump Shot,1,2,26
37,PT09M23.00S,1,1610612755,PHI,202331,George,P. George,0,0,0,,0,,,0,v,George Out of Bounds Lost Ball Turnover (P1.T3),Turnover,Out of Bounds Lost Ball Turnover,1,0,27
38,PT09M06.00S,1,1610612738,BOS,1628369,Tatum,J. Tatum,85,78,12,Missed,1,,,0,h,MISS Tatum 12' Turnaround Fadeaway Shot,Missed Shot,Turnaround Fadeaway shot,1,2,28
39,PT09M05.00S,1,1610612755,PHI,203083,Drummond,A. Drummond,0,0,0,,0,,,0,v,Drummond REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,29
40,PT08M56.00S,1,1610612755,PHI,1630178,Maxey,T. Maxey,-154,206,26,Missed,1,,,0,v,MISS Maxey 26' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,3,30
41,PT08M55.00S,1,1610612738,BOS,1627759,Brown,J. Brown,0,0,0,,0,,,0,h,Brown REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,31
56,PT08M48.00S,1,1610612738,BOS,1627759,Brown,J. Brown,0,0,0,,0,,,0,h,Brown Lost Ball Turnover (P1.T2),Turnover,Lost Ball,1,0,32
56,PT08M48.00S,1,1610612755,PHI,203083,Drummond,A. Drummond,0,0,0,,0,,,0,v,Drummond STEAL (1 STL),,,1,0,33
45,PT08M39.00S,1,1610612738,BOS,1629674,Queta,N. Queta,0,0,0,,0,,,0,h,Queta S.FOUL (P2.T2) (P.Fraher),Foul,Shooting,1,0,34
47,PT08M39.00S,1,1610612755,PHI,1630178,Maxey,T. Maxey,0,0,0,,0,,,0,v,MISS Maxey Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,1,0,35
48,PT08M39.00S,1,0,,1610612755,,,0,0,0,,0,,,0,v,76ers Rebound,Rebound,Normal Rebound,0,0,36
49,PT08M39.00S,1,1610612738,BOS,1629674,Queta,N. Queta,0,0,0,,0,,,0,h,SUB: Vucevic FOR Queta,Substitution,,0,0,37
51,PT08M39.00S,1,1610612755,PHI,1630178,Maxey,T. Maxey,0,0,0,,0,8,7,15,v,Maxey Free Throw 2 of 2 (4 PTS),Free Throw,Free Throw 2 of 2,1,0,38
52,PT08M25.00S,1,1610612738,BOS,1630573,Hauser,S. Hauser,173,183,25,Made,1,11,7,18,h,Hauser 25' 3PT Pullup Jump Shot (6 PTS) (Tatum 2 AST),Made Shot,Pullup Jump shot,1,3,39
